Item number,Name,Brand,Modul,Cost Value,januar,februar,marts,april,maj,juni,juli,august,september,oktober,november,december,Total
46379,Funko! POP VINYL American Psycho Patrick w/Chase&A,Funko!,Købsordre,35.12,0.0,204.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
46379,Funko! POP VINYL American Psycho Patrick w/Chase&A,Funko!,Stock,35.12,0.0,204.0,204.0,204.0,204.0,204.0,204,204,204,204,204,204,204.0
48097,Funko! POP VINYL AoGB Cubbi,Funko!,Købsordre,35.12,0.0,0.0,504.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
48097,Funko! POP VINYL AoGB Cubbi,Funko!,Stock,35.12,0.0,0.0,504.0,504.0,504.0,504.0,504,504,504,504,504,504,504.0
48095,Funko! POP VINYL AoGB Gruffi,Funko!,Købsordre,35.12,0.0,0.0,504.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
48095,Funko! POP VINYL AoGB Gruffi,Funko!,Stock,35.12,0.0,0.0,504.0,504.0,504.0,504.0,504,504,504,504,504,504,504.0
48096,Funko! POP VINYL AoGB Sunni,Funko!,Købsordre,35.12,0.0,0.0,504.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
48096,Funko! POP VINYL AoGB Sunni,Funko!,Stock,35.12,0.0,0.0,504.0,504.0,504.0,504.0,504,504,504,504,504,504,504.0
48093,Funko! POP VINYL AoGB Tummi,Funko!,Købsordre,35.12,0.0,0.0,504.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
48093,Funko! POP VINYL AoGB Tummi,Funko!,Stock,35.12,0.0,0.0,504.0,504.0,504.0,504.0,504,504,504,504,504,504,504.0
48094,Funko! POP VINYL AoGB Zummi,Funko!,Købsordre,35.12,0.0,0.0,504.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
48094,Funko! POP VINYL AoGB Zummi,Funko!,Stock,35.12,0.0,0.0,504.0,504.0,504.0,504.0,504,504,504,504,504,504,504.0
55974,Funko! POP VINYL Arctic POP 1,Funko!,Købsordre,35.12,0.0,1200.0,0.0,0.0,0.0,3024.0,0,0,0,0,0,0,4224.0
55974,Funko! POP VINYL Arctic POP 1,Funko!,Stock,35.12,0.0,1200.0,1200.0,1200.0,1200.0,4224.0,4224,4224,4224,4224,4224,4224,4224.0
56230,Funko! POP VINYL Arctic POP 12,Funko!,Købsordre,35.12,0.0,504.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
56230,Funko! POP VINYL Arctic POP 12,Funko!,Stock,35.12,0.0,504.0,504.0,504.0,504.0,504.0,504,504,504,504,504,504,504.0
55976,Funko! POP VINYL Arctic POP 2,Funko!,Købsordre,35.12,0.0,504.0,0.0,0.0,0.0,2016.0,0,0,0,0,0,0,2520.0
55976,Funko! POP VINYL Arctic POP 2,Funko!,Stock,35.12,0.0,504.0,504.0,504.0,504.0,2520.0,2520,2520,2520,2520,2520,2520,2520.0
55978,Funko! POP VINYL Arctic POP 3,Funko!,Købsordre,35.12,0.0,204.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
55978,Funko! POP VINYL Arctic POP 3,Funko!,Stock,35.12,0.0,204.0,204.0,204.0,204.0,204.0,204,204,204,204,204,204,204.0
55979,Funko! POP VINYL Arctic POP 4,Funko!,Købsordre,35.12,0.0,252.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,252.0
55979,Funko! POP VINYL Arctic POP 4,Funko!,Stock,35.12,0.0,252.0,252.0,252.0,252.0,252.0,252,252,252,252,252,252,252.0
55980,Funko! POP VINYL Arctic POP 5,Funko!,Købsordre,35.12,0.0,252.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,252.0
55980,Funko! POP VINYL Arctic POP 5,Funko!,Stock,35.12,0.0,252.0,252.0,252.0,252.0,252.0,252,252,252,252,252,252,252.0
56227,Funko! POP VINYL Arctic POP 9 w/chase,Funko!,Købsordre,35.12,0.0,396.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,396.0
56227,Funko! POP VINYL Arctic POP 9 w/chase,Funko!,Stock,35.12,0.0,396.0,396.0,396.0,396.0,396.0,396,396,396,396,396,396,396.0
45251,Funko! POP VINYL Artists: Leonardo DaVinci,Funko!,Stock,37.29455,168.0,168.0,168.0,168.0,168.0,168.0,168,168,168,168,168,168,168.0
45252,Funko! POP VINYL Artists: Vincent van Gogh,Funko!,Stock,37.2507,156.0,156.0,156.0,156.0,156.0,156.0,156,156,156,156,156,156,156.0
30773,Funko! POP VINYL Austin Powers - Austin,Funko!,Invoiced SE,27.32647,102.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
36470,Funko! POP VINYL Avatar Aang on Air Bubble w/ Glow,Funko!,SalgsOrdre DK,27.32635,102.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108.0
36470,Funko! POP VINYL Avatar Aang on Air Bubble w/ Glow,Funko!,Stock,27.32635,24.0,18.0,18.0,18.0,18.0,18.0,18,18,18,18,18,18,18.0
47756,Funko! POP VINYL Avengers Game - Iron Man (Tech S),Funko!,Invoiced SE,27.32667,150.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150.0
47756,Funko! POP VINYL Avengers Game - Iron Man (Tech S),Funko!,SalgsOrdre DK,27.32667,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
47756,Funko! POP VINYL Avengers Game - Iron Man (Tech S),Funko!,Stock,27.32667,18.0,12.0,12.0,12.0,12.0,12.0,12,12,12,12,12,12,12.0
47760,Funko! POP VINYL Avengers Game Kamala Khan (Stark,Funko!,SalgsOrdre SE,27.49191,150.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150.0
47760,Funko! POP VINYL Avengers Game Kamala Khan (Stark,Funko!,Stock,27.49191,180.0,180.0,180.0,180.0,180.0,180.0,180,180,180,180,180,180,180.0
47815,Funko! POP VINYL Avengers Game Taskmaster,Funko!,Stock,27.32583,12.0,12.0,12.0,12.0,12.0,12.0,12,12,12,12,12,12,12.0
50972,Funko! POP VINYL Barbie Peaches N Cream Barbie,Funko!,Købsordre,35.12,0.0,102.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
50972,Funko! POP VINYL Barbie Peaches N Cream Barbie,Funko!,Stock,35.12,0.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
37248,Funko! POP VINYL Batman 80's Batman 1989,Funko!,Købsordre,27.34047,282.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,282.0
37248,Funko! POP VINYL Batman 80's Batman 1989,Funko!,SalgsOrdre DK,27.34047,216.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,216.0
37248,Funko! POP VINYL Batman 80's Batman 1989,Funko!,SalgsOrdre OT,27.34047,282.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,282.0
37248,Funko! POP VINYL Batman 80's Batman 1989,Funko!,Stock,27.34047,462.0,462.0,462.0,462.0,462.0,462.0,462,462,462,462,462,462,462.0
37259,Funko! POP VINYL Batman 80th - Bat-Mite 1st App.,Funko!,SalgsOrdre DK,32.71316,228.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,228.0
37262,Funko! POP Vinyl Batman 80th Batman (1997),Funko!,Købsordre,27.32633,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
37262,Funko! POP Vinyl Batman 80th Batman (1997),Funko!,Stock,27.32633,180.0,180.0,180.0,180.0,180.0,180.0,180,180,180,180,180,180,180.0
48864,Funko! POP VINYL Batman Villains,Funko!,SalgsOrdre DK,27.32636,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0
48864,Funko! POP VINYL Batman Villains,Funko!,Stock,27.32636,162.0,150.0,150.0,150.0,150.0,150.0,150,150,150,150,150,150,150.0
38600,Funko! POP VINYL Beverly Hills Cop - Axel (Mumford,Funko!,Stock,27.32667,6.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6.0
54323,Funko! POP VINYL Big Red POP 10,Funko!,Købsordre,35.12,150.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150.0
54323,Funko! POP VINYL Big Red POP 10,Funko!,Stock,35.12,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150,150,150,150,150.0
52867,Funko! POP VINYL Big Red POP 8,Funko!,Købsordre,35.12,150.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150.0
52867,Funko! POP VINYL Big Red POP 8,Funko!,Stock,35.12,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150,150,150,150,150.0
45430,Funko! POP VINYL Biggie Notorious B.I.G. w. Fedora,Funko!,Stock,27.32643,42.0,42.0,42.0,42.0,42.0,42.0,42,42,42,42,42,42,42.0
46590,Funko! POP VINYL Billy Madison Billy Madison,Funko!,Købsordre,35.12,0.0,102.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
46590,Funko! POP VINYL Billy Madison Billy Madison,Funko!,Stock,35.12,0.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
46588,Funko! POP VINYL Billy Madison Penguin w/Cocktail,Funko!,Købsordre,35.12,0.0,102.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
46588,Funko! POP VINYL Billy Madison Penguin w/Cocktail,Funko!,Stock,35.12,0.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
44372,Funko! POP VINYL Birds of Prey - Black Canary,Funko!,Invoiced SE,37.48708,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,24.0
44372,Funko! POP VINYL Birds of Prey - Black Canary,Funko!,Stock,37.48708,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24,-24,-24,-24,-24,-24,-24.0
44373,Funko! POP VINYL Birds of Prey- Huntress,Funko!,Invoiced SE,37.4875,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,24.0
44373,Funko! POP VINYL Birds of Prey- Huntress,Funko!,Stock,37.4875,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24,-24,-24,-24,-24,-24,-24.0
44209,Funko! POP VINYL Borderlands Claptrap,Funko!,Invoiced DK,28.54915,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0
44209,Funko! POP VINYL Borderlands Claptrap,Funko!,Stock,28.54915,144.0,144.0,144.0,144.0,144.0,144.0,144,144,144,144,144,144,144.0
44208,Funko! POP VINYL Borderlands Lilith the Siren,Funko!,Stock,31.19473,192.0,192.0,192.0,192.0,192.0,192.0,192,192,192,192,192,192,192.0
46057,Funko! POP VINYL Boruto Boruto w/Marks,Funko!,Købsordre,35.12,0.0,204.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
46057,Funko! POP VINYL Boruto Boruto w/Marks,Funko!,Stock,35.12,0.0,204.0,204.0,204.0,204.0,204.0,204,204,204,204,204,204,204.0
40237,Funko! POP VINYL BT21 Mang,Funko!,Købsordre,27.32639,120.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,120.0
40237,Funko! POP VINYL BT21 Mang,Funko!,SalgsOrdre DK,27.32639,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
40237,Funko! POP VINYL BT21 Mang,Funko!,SalgsOrdre SE,27.32639,120.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,120.0
40237,Funko! POP VINYL BT21 Mang,Funko!,Stock,27.32639,108.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
40239,Funko! POP VINYL BT21 Shooky,Funko!,Købsordre,27.32667,240.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,240.0
40239,Funko! POP VINYL BT21 Shooky,Funko!,SalgsOrdre DK,27.32667,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
40239,Funko! POP VINYL BT21 Shooky,Funko!,Stock,27.32667,252.0,246.0,246.0,246.0,246.0,246.0,246,246,246,246,246,246,246.0
48515,Funko! POP VINYL BTTF Biff Tannen,Funko!,SalgsOrdre DK,27.32641,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0
48515,Funko! POP VINYL BTTF Biff Tannen,Funko!,Stock,27.32641,78.0,66.0,66.0,66.0,66.0,66.0,66,66,66,66,66,66,66.0
46914,Funko! POP VINYL BTTF Doc w/helmet,Funko!,Købsordre,27.32643,30.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,30.0
46914,Funko! POP VINYL BTTF Doc w/helmet,Funko!,SalgsOrdre DK,27.32643,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
46914,Funko! POP VINYL BTTF Doc w/helmet,Funko!,Stock,27.32643,30.0,24.0,24.0,24.0,24.0,24.0,24,24,24,24,24,24,24.0
48705,Funko! POP VINYL BTTF Marty in Puffy Vest,Funko!,SalgsOrdre DK,27.32644,186.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,198.0
48705,Funko! POP VINYL BTTF Marty in Puffy Vest,Funko!,Stock,27.32644,30.0,18.0,18.0,18.0,18.0,18.0,18,18,18,18,18,18,18.0
46912,Funko! POP VINYL BTTF Marty w/glasses,Funko!,Købsordre,35.12,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
46912,Funko! POP VINYL BTTF Marty w/glasses,Funko!,Stock,35.12,180.0,180.0,180.0,180.0,180.0,180.0,180,180,180,180,180,180,180.0
49162,Funko! POP VINYL Bugs 80th Bugs In Show Outfit,Funko!,Købsordre,35.12,0.0,204.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
49162,Funko! POP VINYL Bugs 80th Bugs In Show Outfit,Funko!,Stock,35.12,0.0,204.0,204.0,204.0,204.0,204.0,204,204,204,204,204,204,204.0
49163,Funko! POP VINYL Bugs 80th Super Bugs,Funko!,Købsordre,35.12,0.0,204.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
49163,Funko! POP VINYL Bugs 80th Super Bugs,Funko!,Stock,35.12,0.0,204.0,204.0,204.0,204.0,204.0,204,204,204,204,204,204,204.0
44153,Funko! POP VINYL Casper - Casper,Funko!,Købsordre,35.12,0.0,102.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
44153,Funko! POP VINYL Casper - Casper,Funko!,Stock,35.12,0.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
38866,Funko! POP VINYL Chilling Adventures Sabrina w/ca,Funko!,Købsordre,21.04,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48.0
38866,Funko! POP VINYL Chilling Adventures Sabrina w/ca,Funko!,SalgsOrdre OT,21.04,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48.0
52025,Funko! POP VINYL Clone Wars Darth Maul,Funko!,Købsordre,27.32639,96.0,78.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,174.0
52025,Funko! POP VINYL Clone Wars Darth Maul,Funko!,Stock,27.32639,240.0,318.0,318.0,318.0,318.0,318.0,318,318,318,318,318,318,318.0
46926,Funko! POP VINYL Cobra Kai Johnny Lawrence,Funko!,SalgsOrdre DK,27.32643,102.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
46926,Funko! POP VINYL Cobra Kai Johnny Lawrence,Funko!,Stock,27.32643,276.0,276.0,276.0,276.0,276.0,276.0,276,276,276,276,276,276,276.0
33915,Funko! POP VINYL Crash Bandicoot S2 Aku Aku,Funko!,Invoiced SE,27.32667,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
33915,Funko! POP VINYL Crash Bandicoot S2 Aku Aku,Funko!,SalgsOrdre DK,27.32667,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
33915,Funko! POP VINYL Crash Bandicoot S2 Aku Aku,Funko!,Stock,27.32667,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
33916,Funko! POP VINYL Crash Bandicoot S2 Crash with Scu,Funko!,Købsordre,27.32667,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
33916,Funko! POP VINYL Crash Bandicoot S2 Crash with Scu,Funko!,SalgsOrdre DK,27.32667,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
33916,Funko! POP VINYL Crash Bandicoot S2 Crash with Scu,Funko!,SalgsOrdre SE,27.32667,0.0,174.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,174.0
33916,Funko! POP VINYL Crash Bandicoot S2 Crash with Scu,Funko!,Stock,27.32667,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
43343,Funko! POP VINYL Crash Bandicoot S3 Crash,Funko!,SalgsOrdre DK,27.32667,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
43343,Funko! POP VINYL Crash Bandicoot S3 Crash,Funko!,Stock,27.32667,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
43345,Funko! POP VINYL Crash Bandicoot S3 Nitros Oxide,Funko!,SalgsOrdre DK,27.32635,90.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,90.0
43977,Funko! POP VINYL Crocodile Hunter Steve Irwin w/Ch,Funko!,Købsordre,35.12,0.0,102.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
43977,Funko! POP VINYL Crocodile Hunter Steve Irwin w/Ch,Funko!,Stock,35.12,0.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
47160,Funko! POP VINYL Cyberpunk 2077 Takemura,Funko!,SalgsOrdre DK,27.32639,108.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108.0
45115,Funko! POP VINYL D&D Minsc & Boo,Funko!,Stock,27.32637,102.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
43502,Funko! POP VINYL Dark Fate Sarah Connor w/ Chase,Funko!,SalgsOrdre DK,27.32667,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
43502,Funko! POP VINYL Dark Fate Sarah Connor w/ Chase,Funko!,Stock,27.32667,0.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6,-6,-6,-6,-6,-6,-6.0
44264,Funko! POP VINYL DBZ Bulma,Funko!,Købsordre,27.32667,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
44264,Funko! POP VINYL DBZ Bulma,Funko!,SalgsOrdre DK,27.32667,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
44264,Funko! POP VINYL DBZ Bulma,Funko!,Stock,27.32667,60.0,54.0,54.0,54.0,54.0,54.0,54,54,54,54,54,54,54.0
44262,Funko! POP VINYL DBZ Mecha Frieza,Funko!,SalgsOrdre DK,27.58333,12.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,18.0
44262,Funko! POP VINYL DBZ Mecha Frieza,Funko!,Stock,27.58333,-12.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18,-18,-18,-18,-18,-18,-18.0
44259,Funko! POP VINYL DBZ S7 Future Trunks,Funko!,Købsordre,27.32667,108.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108.0
44259,Funko! POP VINYL DBZ S7 Future Trunks,Funko!,Invoiced SE,27.32667,90.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,90.0
44259,Funko! POP VINYL DBZ S7 Future Trunks,Funko!,SalgsOrdre DK,27.32667,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
44259,Funko! POP VINYL DBZ S7 Future Trunks,Funko!,Stock,27.32667,114.0,108.0,108.0,108.0,108.0,108.0,108,108,108,108,108,108,108.0
42336,Funko! POP VINYL DC - The Joker (GR CH),Funko!,SalgsOrdre DK,49.142,0.0,180.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
42336,Funko! POP VINYL DC - The Joker (GR CH),Funko!,SalgsOrdre SE,49.142,156.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,156.0
42336,Funko! POP VINYL DC - The Joker (GR CH),Funko!,Stock,49.142,306.0,126.0,126.0,126.0,126.0,126.0,126,126,126,126,126,126,126.0
50651,Funko! POP VINYL DC Holiday - Superman w/Sweater,Funko!,Købsordre,35.12,0.0,36.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
50651,Funko! POP VINYL DC Holiday - Superman w/Sweater,Funko!,Stock,35.12,0.0,36.0,36.0,36.0,36.0,36.0,36,36,36,36,36,36,36.0
50654,Funko! POP VINYL DC Holiday Rudolph Flash,Funko!,Købsordre,35.12,0.0,36.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
50654,Funko! POP VINYL DC Holiday Rudolph Flash,Funko!,Stock,35.12,0.0,36.0,36.0,36.0,36.0,36.0,36,36,36,36,36,36,36.0
51071,Funko! POP VINYL DC Holiday Santa Joker,Funko!,Købsordre,35.12,0.0,36.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
51071,Funko! POP VINYL DC Holiday Santa Joker,Funko!,Stock,35.12,0.0,36.0,36.0,36.0,36.0,36.0,36,36,36,36,36,36,36.0
50653,Funko! POP VINYL DC Holiday- Scrooge Batman,Funko!,Købsordre,35.12,0.0,36.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
50653,Funko! POP VINYL DC Holiday- Scrooge Batman,Funko!,Stock,35.12,0.0,36.0,36.0,36.0,36.0,36.0,36,36,36,36,36,36,36.0
50652,Funko! POP VINYL DC Holiday- WW w/Lights Lasso,Funko!,Købsordre,35.12,0.0,36.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
50652,Funko! POP VINYL DC Holiday- WW w/Lights Lasso,Funko!,Stock,35.12,0.0,36.0,36.0,36.0,36.0,36.0,36,36,36,36,36,36,36.0
47709,Funko! POP VINYL DC: Batman 1989 Joker w. hat,Funko!,Købsordre,29.21667,450.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,450.0
47709,Funko! POP VINYL DC: Batman 1989 Joker w. hat,Funko!,Stock,29.21667,450.0,450.0,450.0,450.0,450.0,450.0,450,450,450,450,450,450,450.0
47707,Funko! POP VINYL DC: Batman Returns - Catwoman,Funko!,SalgsOrdre SE,27.58267,0.0,30.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,30.0
47707,Funko! POP VINYL DC: Batman Returns - Catwoman,Funko!,Stock,27.58267,30.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
13485-PX-1TF,Funko! POP VINYL DC: Justice League: Batman,Funko!,SalgsOrdre DK,27.3264,186.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,186.0
34868,Funko! POP VINYL Die Hard: John McClane,Funko!,Købsordre,27.58167,102.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
34868,Funko! POP VINYL Die Hard: John McClane,Funko!,Stock,27.58167,102.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
55750,Funko! POP VINYL Dirty Dancing Baby (Finale),Funko!,Købsordre,35.12,0.0,108.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108.0
55750,Funko! POP VINYL Dirty Dancing Baby (Finale),Funko!,Stock,35.12,0.0,108.0,108.0,108.0,108.0,108.0,108,108,108,108,108,108,108.0
55751,Funko! POP VINYL Dirty Dancing Johnny (Finale),Funko!,Købsordre,35.12,0.0,108.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108.0
55751,Funko! POP VINYL Dirty Dancing Johnny (Finale),Funko!,Stock,35.12,0.0,108.0,108.0,108.0,108.0,108.0,108,108,108,108,108,108,108.0
3196,Funko! POP VINYL Disney Alice,Funko!,Købsordre,35.12,0.0,102.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
3196,Funko! POP VINYL Disney Alice,Funko!,Stock,35.12,0.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
45649,Funko! POP VINYL Disney Cinderella Pink Dress,Funko!,SalgsOrdre SE,30.4,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
40886,Funko! POP VINYL Disney Frozen 2 - Anna cloak,Funko!,Stock,29.62287,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30,30,30,30,30.0
40889,Funko! POP VINYL Disney Frozen 2 - Anna young,Funko!,Stock,29.62378,24.0,24.0,24.0,24.0,24.0,24.0,24,24,24,24,24,24,24.0
40884,Funko! POP VINYL Disney Frozen 2 - Elsa travel,Funko!,SalgsOrdre DK,29.62679,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
40884,Funko! POP VINYL Disney Frozen 2 - Elsa travel,Funko!,Stock,29.62679,24.0,18.0,18.0,18.0,18.0,18.0,18,18,18,18,18,18,18.0
40888,Funko! POP VINYL Disney Frozen 2 - Elsa young,Funko!,Stock,31.00816,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30,30,30,30,30.0
32836,Funko! POP VINYL Disney NBC Snowman Jack,Funko!,SalgsOrdre DK,27.32643,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0
32836,Funko! POP VINYL Disney NBC Snowman Jack,Funko!,Stock,27.32643,42.0,30.0,30.0,30.0,30.0,30.0,30,30,30,30,30,30,30.0
49892,Funko! POP VINYL Disney: A - Beanstalk Mickey,Funko!,Købsordre,35.12,0.0,102.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
49892,Funko! POP VINYL Disney: A - Beanstalk Mickey,Funko!,Stock,35.12,0.0,102.0,102.0,102.0,102.0,102.0,102,102,102,102,102,102,102.0
49890,Funko! POP VINYL Disney: A. - Classic Mickey,Funko!,Købsordre,35.12,0.0,204.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
49890,Funko! POP VINYL Disney: A. - Classic Mickey,Funko!,Stock,35.12,0.0,204.0,204.0,204.0,204.0,204.0,204,204,204,204,204,204,204.0
46582,Funko! POP VINYL Disney: Frozen 2 - Elsa Epilogue,Funko!,SalgsOrdre DK,32.18413,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
46582,Funko! POP VINYL Disney: Frozen 2 - Elsa Epilogue,Funko!,SalgsOrdre SE,32.18413,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
46582,Funko! POP VINYL Disney: Frozen 2 - Elsa Epilogue,Funko!,Stock,32.18413,144.0,138.0,138.0,138.0,138.0,138.0,138,138,138,138,138,138,138.0
46585,Funko! POP VINYL Disney: Frozen 2 Olaf w. Bruni,Funko!,SalgsOrdre SE,32.06063,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
46585,Funko! POP VINYL Disney: Frozen 2 Olaf w. Bruni,Funko!,Stock,32.06063,90.0,90.0,90.0,90.0,90.0,90.0,90,90,90,90,90,90,90.0
43328,Funko! POP VINYL Disney: Holiday - Winnie the Pooh,Funko!,SalgsOrdre DK,29.315,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
43328,Funko! POP VINYL Disney: Holiday - Winnie the Pooh,Funko!,Stock,29.315,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6,-6,-6,-6,-6,-6,-6.0
32837,Funko! POP VINYL Disney: NBX: Sally,Funko!,Købsordre,27.32643,84.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,84.0
